j,10_palabras_mas_comunes
cat_869c795,"madera, cajoncito, contenedor, unidades, cajon, 55x38x20, alamo, alto, baul, caja"
cat_86aba99,"bandas, ejercicio, elasticos, fabricantes, manijas, mosqueton, par, poleas, reforzada, servicegym"
cat_86bbd2c,"prote, lavável, tecido, kit, máscara, máxima, anti, máscaras, preto, manicure"
cat_86cce83,"bies, cinta, colocar, oferta, pie, prensatela, regulable"
cat_86d5958,"cart, arte, kit, visita, pvc, colorido, crachás, banner, frente, gratis"
cat_86d7dde,"filtro, heladera, agua, anillo, doble, electric, externo, general, kenmore, maytag"
cat_86e61a2,"expansao, valvula, celta, classic, condicionado, corsa, expans, montana, prisma, sprinter"
cat_86ec3b3,"nobreak, bivolt, shara, ups, 600va, senoidal, xbox, 115v, camera, volt"
cat_86fd452,"beleza, cadeira, kit, lavatório, sal, móveis, poltrona, carrinho, dompel"
cat_8705fc9,"chusa33, especial, publicacion"
cat_8726d28,"antigo, national, original, rádio, stéreo"
cat_872fe43,"arcade, controle, jogos, fliperama, placa, portátil, com, delay, zero, aproveite"
cat_8730734,"gel, silicone, prote, sapatos, calcanhar, par, protetor, almof, alto, antiderrapantes"
cat_87328e0,"heladera, manija, hpk, patrick, 19cm, atma, gris, house, siam, top"
cat_873ca0f,"carpa, infantil, camping, niños, india, tipi, acolchada, avengers, banderines, base"
cat_8748e22,"barra, presilha, olímpica, par, grampo, anilhas, barras, crossfit, dumbells, jaw"
cat_874abc4,"bloqueador, chamadas, fixo, indesejadas, jp71, telefone"
cat_874bc44,"rj45, red, ficha, cable, plug, cat, fichas, utp, blindada, calidad"
cat_87544ff,"estrela, autorama, contato, par, 04x, autoram, brabham, carrinhos, carros, cordolha"
cat_875a51b,"manguera, piscinas, vulcano, autoflotante, flotante, metro"
cat_875ba4a,"dvd, player, usb, mp3, hdmi, bivolt, funcao, karaok, multilaser, ripping"
cat_875e4d4,"fonte, atx, 500w, gamer, bivolt, reais, silenciosa, plus, super, bronze"
cat_87602dd,"maestra, personalizadas, túnicas"
cat_876251f,"cabides, cabide, veludo, slim, kit, infantil, ultra, antideslizante, preto, unidades"
cat_876bc23,"máscara, lavável, tecido, dupla, face, tricoline, unidades, prote, mascara, anti"
cat_8771069,"forno, culinário, silicone, tapete, grelha, microondas, antiaderente, 30x40cm, churrasco, churrasqueira"
cat_87739e9,"2en1, bronzer, contorno, iluminador, lapiz, makeup, maquillaje, original, reloaded, revolution"
cat_877c924,"yamaha, retentor, bengala, par, original, 2010a2017, bucha, coroa, coxim, dianteira"
cat_878d804,"lavarropas, bomba, desagote, electrobomba, gafa, drean, awh, efa, emicol, eslabon"
cat_8794535,"civic, decorativo, difusor, esportivo, g10, honda, ponteiras, chapa, com, cromado"
cat_8798149,"café, casquinha, cup, marvi, unidades, xícara"
cat_879b8fb,"monocomando, pared, pico, años, garantia, ducha, alto, cocina, flexible, grifo"
cat_87a1464,"1200w, 180mm, detailing, ford, lustradora, lustralijadora, pro"
cat_87b56bc,"21cm, acero, domestico, escolar, pulgada, tijera, uso"
cat_87be548,"100ml, daxx, desodorantes, higi, powder, íntima, íntimo"
cat_87c3ca5,"calentador, mamaderas, chicco, aspen, ecm8629, esterilizador"
cat_87cf901,"autobronzeador, corpo, gel, instant, neo, rosto, 130ml, australian, bronzeado, efeito"
cat_87cfdc4,"limpeza, peneira, alumínio, cabo, extensor, forro, gesso, janela, mangueira, piscina"
cat_87ea7e5,"infantil, mesinha, mesa, com, cadeira, cadeiras, junges, madeira, didática, brinquedo"
cat_87f28fb,"350z, captiva, cooler, jet, malibu, motor, nissan, oleo, pescador"
cat_87f6ae9,"europa, claro, fiat, marron, puerta, super, tapizado"
cat_87f744b,"controle, remoto, apple, iphone, original, smart, gratis, pilhas, imac, lacrado"
cat_8803b83,"álcool, tupy, unidades, 430g, antisséptico, gel, hidratado, litros, perf, pump"
cat_880b1b3,"azul, blanca, ceramica, jarra, jarrita, mediterranea"
cat_881423e,"raquete, nis, babolat, wilson, com, infantil, pure, tenis, aeropro, aeroprodrive"
cat_8823a0f,"5cm, aplique, confeccionada, daniela, flor, kit, resina, unidades"
cat_8833a80,"cetro, corona, discos, disfraz, frozen, guante, hulk, lanza, más, músculos"
cat_8842eac,"bomba, engrase, gp001, grasera, manual, udovo"
cat_884a383,"fotos, 10x15, frete, etiquetas, personalizadas, arte, com, gratis, grátis, kit"
cat_884a438,"adaptable, fijo, gibraltar, hat, hit, platillo, soporte"
cat_88657e8,"parafuso, kit, chipboard, madeira, philips, suporte, cabe, sextavado, panela, parafusos"
cat_8867eeb,"enchufe, tapa, baby, bebe, caba, dispositivo, envío, extracción, protector, seguridad"
cat_8869fae,"porta, cápsulas, suporte, café, cora, dolce, gusto, cafe, capsulas, nespresso"
cat_8873605,"morsa, banco, yunque, giratoria, lusqtoff, reforzada, barbero, fija, base, cepillo"
cat_887a2fb,"ukulele, soprano, capa, shelby, acústico, afinador, kit, concert, profissional, concerto"
cat_88887ee,"lentejas, 500gr, arcor, chocolart, ciudad, confites, cotillón"
cat_889160a,"coelheira, fundo, grade"
cat_889ce0f,"painel, rpm, instrumentos, com, gol, velocimetro, digital, contagiros, giros, malha"
cat_88a14a0,"trapeador, spray, mopa, piso, mop, rociador, lampazo, balde, paños, pedal"
cat_88abfc2,"bicicleta, candado, linga, bici, moto, cadena, seguridad, soporte, acero, ajustable"
cat_88b141c,"carpule, colorida, com, refluxo, seringa, unidades"
cat_88b7117,"com, irwin, kit, standard, trenas"
cat_88c58f0,"aparejo, como, eléctrico, nuevo, omaha"
cat_88c67d0,"alicate, hidráulico, prensa, crimpagem, terminal, toneladas, ipiranga, terminais"
cat_88c91de,"adulto, anilhas, coleiro, dourada, ibama"
cat_88cab04,"150x220cm, acolchado, blanco, liso, plaza, plumas, solo"
cat_88cc1be,"black, skate, moska, rock, roda, rolamento, sheep, 101a, 53d, 53mm"
cat_88d3bd7,"sim, porta, sony, bandeja, xperia, p30, pro, j730, memoria, oferta"
cat_88d85de,"peruca, lace, front, cacheada, nica, org, wig, afro, livre, ondulada"
cat_88e0715,"acendedor, elétrico, carv, churrasqueira, 127v, 400w, 60mt, acende, assist, cabo"
cat_88f4e45,"frisbee, borde, flying, freesby, hasta, juguete, mts, perro, plato, ring"
cat_88f598c,"motosierra, espada, 52cc, pulgadas, 45cc, 550ml, hyundai, naftera, turbo, nafta"
cat_89048e5,"xbox, controle, pilhas, suporte, tampa, bateria, adesivo, analógico, bot, fat"
cat_8905a50,"105db, 10khz, 200w, blauline, bobina, cjf, driver, pulgada"
cat_890736d,"pro, satisfyer"
cat_89152fa,"capa, com, maca, abertura, alto, branca, decora, estética, legging, pelucia"
cat_8927845,"balde, centro, decorativo, frutera, hierro, huevera, mesa"
cat_892be80,"calha, chuva, defletor, acrilica, deflectores, 2pts, acrílico, adhesivo, atego, axor"
cat_892ca33,"tela, touch, display, kit, lcd, original, samsung, a208bt, all, amarelo"
cat_892e404,"1kilo, aleman, anti, boya, filtro, polifosfato, sal, sarro, siliphos"
cat_892e814,"easylife, máscara, nasal, philips, respironics, cpap"
cat_893047a,"bujias, ngk, original, juego, kit, corsa, cables, 16v, delphi, encendido"
cat_89316fa,"vodka, absolut, original, kit, litro, promo, sueca, unidades, 1000ml, 750ml"
cat_893ca0a,"pandeiro, profissional, pele, polegadas, luen, abs, aro, cristal, lua, meia"
cat_8940ea2,"aed, electrode, pads, padz, plus, pro, stat, zoll"
cat_8945ec0,"barra, 8unid, bar, cereal, darkness, nuts, whey, brinde, cereais, nutry"
cat_8952474,"basketball, deuce, frete, grátis, pulseira, silicone"
cat_89568bc,"barato, bebe, camiseta, conjunto, roupa, shorts, verao"
cat_895cc39,"aceite, 10w40, shell, motul, filtros, helix, 5w40, liqui, moly, sintetico"
cat_896a011,"trident, prancheta, acrílico, com, crian, draw, escalímetro, esquadros, fenix, gabarito"
cat_896a7e9,"ofur, vitoriano, travesseiro, promo, 110x70x60, aps, banheira, brinde, espa, exclusivo"
cat_89732fa,"discos, angelica, bambas, bezerra, corpo, disco, humano, iron, lps, maidem"
cat_8979f45,"alicate, corta, cuticula, fibra, manicuria, meline, memoria, molecular, pack, pedicuria"
cat_8980977,"co2, kit, airsoft, 12g, com, pistola, green, gás, power, cilindro"
cat_8985137,"austral, campo, cocido, jamón, tradicional"
cat_8992e79,"city, eua, jogo, lego, nintendo, original, undercover, wii, wiiu, 3ds"
cat_899748d,"bolsa, compressa, joelho, borracha, gelo, ortopédica, quente, 1400ml, costas, térmica"
cat_899fae8,"arte, dibujo, diseño, estuche, funda, gráficos, lapiz, personal, protector, tabl"
cat_89b12f8,"set, vaso, vasos, acrílico, cervecero, cerveza, kit, mejor, mercado, nadir"
cat_89b6ad2,"bola, dinamarca, handebol, importada, select, solera"
cat_89c1b3d,"assist, card, negro, publicidad, river, independiente, numeros"
cat_89c9cf6,"anel, buj, cárter, intruder, suzuki, tampa, wgk"
cat_89de6a6,"banderin, grande, sevilla, domicilio, envío"
cat_89ea11f,"fone, ouvido, fio, bluetooth, sem, xiaomi, airdots, preto, tws, original"
cat_89f7310,"huggies, humedas, limpieza, toallas, pack, total, refill, x184, cotidiana, done"
cat_8a00782,"care, horquilla, ortopédica, quip, ruedas, rulemanes, silla"
cat_8a0595d,"perlon, manta, acrílica, filtros, aquário, lago, aquários, sump, lagos, filtro"
cat_8a090a4,"coifa, cambio, alavanca, bola, fiat, mbio, corsa, manopla, original, base"
cat_8a0cbb5,"ber, colch, mini, com, grade, 130x60, ana, branco, lívia, multimóveis"
cat_8a1d806,"gol, maza, delantera, gacel, senda, trend, voyage, 72mm, chevrolet, meriva"
cat_8a1f40f,"original, cajon, heladera, verduras, whirlpool, canasto, crisper, frente, gafa, hgf"
cat_8a1f8f3,"bicicleta, bikes, 80cc, aluminio, bicicletas, bora, cubrecadena, desmontable, escape, largo"
cat_8a25aa3,"sabonete, dispenser, saboneteira, gel, porta, liquido, álcool, kit, líquido, reservatório"
cat_8a29ca0,"alfombra, 200x180, antigolpes, bebes, gateo, infantil, mli, bebe, gimnasio, juegos"
cat_8a2c682,"adaptador, psp, duo, memory, micro, pro, stick, aparelhos, cameras, cartao"
cat_8a3663a,"cervical, colar, air, dor, inflavel, pneumatico, ribermedica, tra, coluna, espuma"
cat_8a3e65a,"pedalboard, pedaltrain, case, 90x40, adesivo, interno, landscape, macho, velcro, 60x30x12"
cat_8a48fc4,"skate, aluminio, profesional, truck, cola, doble, patineta, maple, ruleman, semi"
cat_8a5165b,"cilindro, roda, traseiro, 4x2, duster, oferta, sandero, fusca"
cat_8a63b5f,"429ml, aplicación, dip, pintura, plasti, rojo, sumergible, tacho"
cat_8a772ac,"beb, capacete, engatinhar, prote, cabe, infantil, seguran, andar, anti, apoio"
cat_8a7cabf,"crocs, varon"
cat_8a92cd6,"ecleaner, placa, ajustável, anti, cds, dvd, esd, estática, fio, isopropílico"
cat_8a9a0cb,"250kg, carreta, carro, fabrica, plataforma, plegable, zorra"
cat_8a9faaa,"organizador, escritorio, acrilico, bandeja, casa, cooler, madera, notebook, reina, tipo"
cat_8aab39a,"12mm, agujeros, autocentrante, eje, soporte, ucfl201, 4x4, cardan, frontier, motor"
cat_8aab57e,"vaso, bebe, cup, antiderrame, avent, pico, miracle, munchkin, nuk, silicona"
cat_8aaf97e,"bisonte, mesa, paño, pool, profesional"
cat_8abb676,"metalica, sordina, stradella, sv44, violin"
cat_8abeff9,"bomba, eletrobomba, drenagem, electrolux, água, brastemp, 127v, lavadora, consul, mondial"
cat_8ac1cc7,"casa, com, copa, felpudo, pacote, panos, prato, puxa, regras, saco"
cat_8ac316e,"sellador, 300cm3, alta, pegamento, silicona, temperaturas, 290g, acética, aplicadora, blanca"
cat_8acb3c9,"suporte, monitor, com, gavetas, cpu, preto, gabinete, 1000x500mm, 5mm, ac125"
cat_8accf75,"touch, screen, tablet, zx3020, zx3040, zx3060, 13pin, 1550mah, adaptador, base"
cat_8adc081,"líquido, vapear, 100ml, pollukk, premium, oferta, promo, unidades, 60ml, antlers"
cat_8aeb536,"pista, autorama, antigo, brinquedo, estrela, lote, minimodels, plastictoys, scalextric, tf1000"
cat_8afe392,"cubo, rubik, 3x3x3, gan, magico, stickerless, cubos, magnetico, moyu, caja"
cat_8b0561f,"andador, auto, pedales, sin, vegui"
cat_8b2cfaf,"30x50, acesso, caixa, com, frontal, gaveteiro, plástica, preto"
cat_8b30218,"suporte, projetor, universal, com, teto, 20w, 60cm, altura, angulo, externo"
cat_8b322c5,"centrífuga, mel, quadros"
cat_8b3588a,"auxiliar, carrinho, manicure, beauty, dompel, pedicure, preto, bandejas, estética, mdf"
cat_8b36f30,"2tn, apilador, cty2t, elevador, hidraulico, manual"
cat_8b4166a,"cal, algod, camuflada, chicago, jogger, lee, pre, promo, refletivo, tactel"
cat_8b423f4,"goma, martillo, mango, 450grs, bremen, carpintero, cod, dgm, industrial, maza"
cat_8b56209,"asiento, funda, fmx, grip, honda, covers, fas, bross, suzuki, antideslizante"
cat_8b5b9bb,"aros, jog, mint, passola, std, yamaha"
cat_8b5c70e,"ferrite, hierro, oxido, pigmento, terracota"
cat_8b5ceb7,"shampoo, bandejas, cera, shp, wash, 5lts, acrilica, acrilico, allshine, brillo"
cat_8b5d52d,"altavoz, antena, cat, caterpillar, modulo, original, s60, speaker"
cat_8b7a44d,"pincel, kit, boleadores, kolinsky, pincéis, unha, unhas, acrilico, acrílica, canetas"
cat_8b7d772,"com, aparelho, 8mm, aboz, aula, clínicos, dilatadores, ginecologia, kit, lavável"
cat_8b883c2,"jogo, kit, lata, numeradas, fichas, poker, poke"
cat_8b89f73,"heladera, freezer, frost, blanca, gafa, 220v, lts, philco, electrolux, hgf357afb"
cat_8b8b0f0,"caja, garageimpo, lts, organizador, organizadora, plastico"
cat_8b9028e,"set, jardín, individual, infantes, personalizado, servilleta, sublimar, toalla, unicornio, jardin"
cat_8b91fc4,"ruleman, rueda, delantero, abs, agile, celta, classic, clio, corsa, delantera"
cat_8b92772,"calculadora, casio, 12c, financeira, mesa, com, fun, digitos, original, 82ms"
cat_8b9bdaf,"azulejo, roca, subway, 7x15, biselado, bisote, blanco, caja, carrara, ceramica"
cat_8bb01d6,"moedor, manual, cafe, carbono, graos, madeira, moagem, ajuste, alimentos, café"
cat_8bb5f45,"alcohol, calentar, comidas, fondeu, solido, unid"
cat_8bb6de0,"balan, digital, banheiro, 180kg, corporal, vidro, temperado, academia, até, multilaser"
cat_8bbb975,"piezas, puzzle, motivos, rompecabezas, varios, 20cms, 30x, adulto, divertido, env"
cat_8bbbaac,"cuerpo, mariposa, original, 030133062j, gol, partner, peugeot, power, volkswagen"
cat_8bcbe6d,"kit, buje, bujes, chevrolet, delantero, eje, gol, juego, meriva, power"
cat_8bd6a16,"cirugia, manejo, pinza, utero"
cat_8bd8ceb,"incenso, caixas, aromas, palo, santo, champa, com, nag, varetas, satya"
cat_8bdacc2,"gás, r134, refrigerante, r22, 6kg, base, botija, dugold, filtro, garrafa"
cat_8be626d,"mate, bombilla, acero, inoxidable, loro, pico, stanley, calabaza, mates, camionero"
cat_8be78c8,"ricoh, banda, cuotas, envio, fusor, kyocera, mp2014, original, rodillo, toner"
cat_8becd05,"avi, com, som, bate, brinquedo, luzes, volta, a380, airline, antigo"
cat_8bf1776,"guid, alumínio, mtb, preto, bicicleta, alto, bike, curvo, reto, 60mm"
cat_8c091ab,"motul, óleo, kit, corrente, spray, lubrificante, oleo, moto, filtro, litros"
cat_8c0d6da,"cozinha, infantil, big, fog, kit, com, completa, fogao, pia, star"
cat_8c0d839,"aluminio, bajo, eco, mesada, mueble, pata, regulable, andino, biblioteca, gris"
cat_8c1325e,"antiguo, casa, ceremonia, honduras, militar, sable"
cat_8c1827e,"motor, rabeta, branco, 7hp, popa, 20m, 25hp, arranque, barco, destorcedor"
cat_8c20807,"agua, calor, dispenser, alquiler, baja, digital, equipos, frescura, frio, frío"
cat_8c21733,"metro, term, febre, bebe, digital, adulto, beep, com, corporal, cuidados"
cat_8c38106,"inflador, medidor, neumáticos, pistola, presión, subte"
cat_8c39f7c,"benz, borracha, freio, l1313, mercedes, of1313, onibus, pedal"
cat_8c455cc,"led, rgb, leds, luz, strobo, canh, refletor, dmx, festa, grow"
cat_8c4a8e6,"bazar, colucci, espumadera, metalúrgica, perez"
cat_8c4bab5,"limpieza, limpiador, pieles, 60g, aceite, acido, acné, arrugas, atopicas, atópicas"
cat_8c5014c,"coronas, dientes, nuevo, piñon, shimano, tz21"
cat_8c7198c,"aquamarina, mod, paddle, perspective, stand, sup, tabla"
cat_8c73f06,"ovos, chocadeira, ovoscópio, automática, automatica, ado, for, brinde, elétrica, ovoscopio"
cat_8c79fe7,"brazalete, camuflado, celular, llaves, microcentro, porta, running"
cat_8c7dd6d,"desinfectantes, toallitas, antibacterial, bialcohol, unidades, ayudin"
cat_8c81669,"até, cabo, completa, contagiro, dianteira, fan, fazer, mangueira, original, rd135"
cat_8c82e80,"telha, policarbonato, 100m, 50cmx8cm, kit, passarinheira, portuguesa, transparente, universal, vidro"
cat_8c8470d,"horno, termometro, barro, reloj, electrico, puerta, rejilla, temperatura, cocina, resistencia"
cat_8c85e7e,"carga, carrinho, dobrável, 70kg, aluminio, brinde, 20kg, até, caixa, compras"
cat_8c8c895,"controladora, ddj, pioneer, frete, sem, 12x, a49, ano, canais, envio"
cat_8c905b0,"valvula, 16v, escape, promocao, válvula, ford, original, 12v, 8un, admiss"
cat_8c98aeb,"fonte, agua, decorativa, cascata, led, luz, resina, relaxante, adaptador, artificial"
cat_8c9bb76,"bolinhas, piscina, infantil, inflável, menino, bolas, colorida, crian, intex, menina"
cat_8ca0966,"cocina, cuchillo, electrico, kenwood, kn600, watts"
cat_8ca252a,"aspiradora, irobot, nueva, robot, roomba, wifi"
cat_8ca9667,"guardanapo, kit, panos, papel, prato, unidades, 1000un, 30cmx30cm, branco, qualidade"
cat_8cc805a,"15ml, cores, guache, tinta, acrilex, tempera, cada, sort, tintex, com"
cat_8cc89d7,"azul, bermuda, correr, hilfiger, hombre, running, short, talle, tommy, umbro"
cat_8cd39be,"joystick, android, bluetooth, celular, gamepad, seisa, control, analogico, classic, gxt"
cat_8cd549f,"95c, bulbo, corsa, electro, mte, patas"
cat_8cd5c26,"130x70, baby, ber, colch, d18, flex, gente, minicama"
cat_8cd8cc9,"tapete, carpete, jogo, borracha, preto, tapetes, bordado, porta, logo, automotivo"
cat_8cda72e,"cuchillo, hoja, bahco, caza, defensa, inox, navaja, personal, tarjeta, 20cm"
cat_8ce8919,"23cm, cocina, horno, industrial, larga, termometro, vaina"
cat_8ce915d,"motor, lavarropas, bomba, desagote, original, philco, blue, caja, drean, estator"
cat_8cf14ca,"freio, shimano, disco, hidráulico, completo, hidraulico, preto, gts, mt200, altus"
cat_8cf5684,"butano, gas, grs, pack, brogas, camping, cartucho, catuchos, garrafa, oferta"
cat_8d036f0,"80h, biometrico, biotouch, futronic, leitor, usb"
cat_8d09cc2,"whey, protein, nutrition, star, ena, proteina, 1kg, quemador, mass, proteína"
cat_8d12cd4,"caixa, cartuchos, lote, master, phantasy, sega, star, system"
cat_8d24854,"alcohol, etílico, etilico, litro, antiséptico, desinfectante, 500ml, porta, sanicol, purocol"
cat_8d2a4ad,"chupeta, chupetas, clingo, grafite, porta, pra, silicone, zíper"
cat_8d36eb7,"gaveta, brm39, prateleira, tampa, bebedouro, brastemp, brm42, egm30, esmaltec, frontal"
cat_8d382ee,"bisagra, 63x50mm, bgn, bronce, casoleta, codo, muebles, placard, pulido, unid"
